,,,,,,,,,,,,,,,,,,,,,
"16) *Zlotnick et
al. (2009)","Seeking Safety (SS)
Therapeutic Community
treatment program for
women with substance use
disorder and PTSD
(Rhode Island DOC)","Randomized Control
Trial (RCT): 27 women
in the TC were
compared to 22
women in the
treatment as usual
(TAU) comparison
group. Analyses
included 23 of 27
experimental group
and all 21 of 22
controls.
Seeking Safety (SS)
program description:
“SS was conducted in
group modality for 90
min, typically three
times a week for 6 to 8","4 - RCT with limitations,
such as small sample size
and lack of post-program
data. Researchers noted
the following: “Study
limitations include lack of
assessment of SS
outcomes at end of group
treatment; lack of blind
assessment; omission of
the SS case management
component; and possible
contamination between
the two conditions.”
(325)","No difference between groups. Researchers noted:
“The consistent pattern was that women in both SS
and TAU improved significantly from intake to each
subsequent time point (12 weeks, 3- and 6-month
follow-ups) on each category of measurement (e.g.,
PTSD, substance use, psychopathology).” (331)
“Six months after release from prison, 53% of the
women in both conditions reported a remission in
PTSD.” (325)",,,,,,,,,,,,,,,,,
,,"weeks while the
women were in
prison, with three to
five women per group.
After release from
prison, each woman in
SS was offered weekly
individual 60-min
“booster” sessions for
12 weeks to reinforce
material from the
group sessions.” (328)",,,,,,,,,,,,,,,,,,,
"17) Di Placido et
al. (2006)","Evaluation of high
intensity cognitive–
behavioral programs
designed to reduce
recidivism and institutional
misconduct violations of
incarcerated individuals,
particularly among those
who are gang affiliated. The
therapy followed risk, need,
and responsivity principles.
(Federally sentenced
individuals in Canada)","Quasi-Experimental
Design. “The four
matched groups of
offenders are
untreated gang
members (UG; n = 40),
treated gang members
(TG; n = 40), untreated
nongang members
(UNG; n = 40), and
treated nongang
members (TNG; n =
40). Participants
were selected from a
pool of 1,824 male
adult federally
sentenced offenders
(serving sentences ≥
than 2 years)
consecutively
admitted to the RPC
between January 1,
1990 and December
31, 2000. One hundred
thirty-three offenders
were first identified as","3 - “The study is a
retrospective-prospective
investigation of the
efficacy of the treatment
of gang members. It can
be described as a 2 × 2
design with gang
membership (gang and
nongang) and treatment
(completed and not
completed treatment) as
the two main conditions.
Gang membership and
whether or not the
participant completed
treatment were
determined using official
records maintained by
Correctional Service of
Canada. The four groups:
untreated gang members,
treated gang members,
untreated nongang
members and treated
nongang members were
matched on age at","“Overall criminal recidivism was significantly
reduced, as assessed by survival analyses, in both
treated groups compared to the untreated
comparison groups. For those who recidivated, the
first violent conviction was less serious (measured
by the length of the imposed sentence) in the
treated groups compared to the untreated
comparison groups. The treated groups also had
lower rates of major institutional infractions (but
not minor infractions) than the comparison groups.”
(106)
“Treatment of gang members reduced their risk to
recidivate compared to untreated gang members.
The reduction in violent recidivism using a 2-year
follow-up was 20% between the TG and UG groups,
and 6% between the TNG and the UNG groups. For
nonviolent recidivism, the corresponding reductions
were 11 and 17%.” (108)",,,,,,,,,,,,,,,,,
,,"gang members from
the pool.” (97)","index conviction, length
and type of index
conviction, number of
prior nonviolent and
violent convictions, and
race. There are three
outcome (dependent)
measures: first, all,
nonviolent, and violent
official criminal code
reconvictions following
release to the
community, and second,
the rate of officially
documented major and
minor institutional
infractions after the
offender was discharged
from the RPC. The
third outcome variable is
the length of sentence of
the first violent
conviction after
the offender’s community
release, which, we argue,
reflects the seriousness of
the reconviction.” (97)",,,,,,,,,,,,,,,,,,
"18) Bickle
(2013)","Thinking for a Change (TFAC)
program
(Oregon DOC)","Quasi-experimental
design: Researchers
noted that “This
evaluation uses a
quasi-experimental,
non-random, two
group pre-test post-
test design, and it
explores intermediate
outcomes that
examine whether the","3 - Quasi-experiment
compared TCAF program
participants to a wait list
control group. Significant
attrition in both the
treatment and control
groups identified, along
with differences between
groups in age, gender,
and risk level.","While there were no differences between the TFAC
group and comparisons on the pretest scores for the
SPSI-R scale, there were significant differences
between groups on pretest scores for five of seven
TCI Criminal Thinking subscales. Changes in scale
scores were examined pre-post for both groups,
controlling for differences between groups.
Significant differences in social problem-solving
skills and criminal thinking were identified, providing
evidence in support of this program.",,,,,,,,,,,,,,,,,
,,"program has
influenced
participant’s self-
assessment of their
social problem-solving
skills and approaches
and their acceptance
of criminal attitudes.”
(i)",,"Despite research design limitations, “The results of
this evaluation indicate that prisoners who
complete the Thinking for a Change program
experience a significant improvement in the two
major foci of the program: social problem-solving
skills and criminal thinking errors.” (18)",,,,,,,,,,,,,,,,,
"19) Gobbett &
Sellen (2014)","Study evaluates a new
cognitive-behavioral group
intervention in UK prisons:
the Thinking Skills Program
(TSP) that aimed to develop
participant's general
cognitive skills. This study
reports on the effectiveness
of TSP using psychometric
assessments and compares
outcomes to an earlier CBT
program that was being
phased out.
(Male Prison in Wales)","Quasi- Experimental
Design. Participants in
this study were 40
adult males all of
whom were residing at
a Category B prison in
Wales. Participants
were selected on the
basis of their
attendance at TSP.
This study was
conducted at a time
when TSP was first
being implement as a
replacement for a
prior CBT program.
Results from this initial
group were compared
to previous results of
incarcerated
individuals who had
completed the older
program.
“As part of the
attendance in TSP,
participants were
required to complete","3 - No random
assignment, and a small
initial sample of TSP
program participants to
compare to subjects who
had completed the CBT
program being phased
out. “As part of their
participation, subjects
were asked to provide
consent for the
psychometric
assessments they
complete to be used for
research purposes.
Participants of this
investigation were
selected for, and
attended, therapeutic
sessions with no
knowledge that they
were to be included in
this specific
study. Participants
completed the pre-
program psychometric
assessments within 3
days prior to the first","“It was hypothesized that participants of the TSP
would show post-program improvements in their
thinking styles and attitudes, as measured by the
psychometric assessments administered. Analysis of
pre- and post-program results indicated that on 14
of the 15 psychometric scales, TSP participants
showed expected improvements in their scores
following treatment, in areas such as Impulsivity,
General Attitude to Offending, Entitlement, Power
Orientation, and Cognitive Indolence.” (468)
“The results indicate a positive impact of TSP on the
thinking styles and attitudes of those offenders who
participated. In addition, if attention is paid to effect
size analysis, TSP appears to have a positive impact
on a greater range of factors associated with
criminal thinking styles and attitudes than earlier
interventions. The results of this investigation would
suggest that among other things, TSP may assist
offenders in addressing thinking styles associated
with criminal behavior and help develop more
prosocial patterns of thinking.” (468)",,,,,,,,,,,,,,,,,
,,"a battery of
psychometric
assessments prior to
the commencement of
the program and at
the end of the
program. Four
psychometric
assessments that were
included in the newly
implemented TSP
psychometric
assessment battery
had previously been
included in the ETS
assessment battery.”
(461)","program session and the
post-program
psychometrics within 3
days of the final session
of the program.” (463)",,,,,,,,,,,,,,,,,,
20) Innes (2000),"Evaluation of the first two
years of the Bureau of
Prisons’ Beckley
Responsibility and Values
Enhancement (BRAVE)
Program replicated and
extended previous results
showing that the program
has had a substantial impact
on institutional behavior.
(This evaluation was
conducted at one BOP
facility, FCI Beckley)","Quasi experimental
design. The study
followed 2,935
incarcerated males,
289 of whom were
program participants,
admitted to BOP
custody during the
same period of time
and matching the
criteria used to
designate individuals
to the BRAVE program
at FCI Beckley
participated during
the first two years of
its operation, during
calendar years 1998
and 1999. All cases
were tracked for the","3 - Comparison group for
this evaluation were
individuals admitted to
the facility during the
same time period who
did not participate in the
BRAVE program.
Matching of participants
in treatment and
comparison groups was
not done. Results from
this study were compared
to a smaller scale
assessment with a
shorter follow up period
of the first cohorts to
complete the BRAVE
program. Findings were
essentially identical.","“BRAVE Program participants had an annualized rate
of misconduct which is 24.2 percent lower than the
comparison group while program graduates had a
rate that was 53.1 percent lower.” (1)
“During their first 18 months of incarceration, 49.3
percent participants were admitted to a SHU while
65.0 percent of comparison inmates were and that
among program graduates, 42.6 percent were
admitted to a SHU during the same time period.” (1)
“Program participants spent 30.0 percent fewer
days in a SHU with an average of 20.5 days during
their first 18 months of incarceration versus 29.3
days for the comparison group. Program graduates
spent an average 10.8 days in a SHU, 63.1 percent
fewer days than the comparison group.” (1)",,,,,,,,,,,,,,,,,
,,"first 18 months of
their custody, allowing
the participants to be
followed for nine
months after the
program.",,,,,,,,,,,,,,,,,,,
"21) Mak & Chan
(2018)","Study assesses the impact of
both cognitive-behavioral
therapy (CBT) and positive
psychology intervention (PPI)
versus treatment as usual
(TAU) on incarcerated
females with psychological
distress.
(Female institution in Hong
Kong)","Quasi Experimental
design. “40 female
offenders with
moderate to high
levels of psychological
distress were
recruited into our
study. They had no
specific treatments
other than
CBT or PPI. Another 35
female offenders on
the waiting list were
recruited
as comparison
women. Given the
limited capacity of the
facility, it was
not feasible to
accommodate both
treatment participants
and comparison
participants on the
same unit, so the
comparison women
continued to reside
elsewhere in
the prison. All women
otherwise received
TAU, which included","3 - “At the outset of the
intervention, the
treatment participants
were randomly assigned
to one of two groups. In
one, the women first
received eight sessions of
CBT, followed by eight
sessions of PPI, and in the
other they first
received eight sessions of
PPI, followed by eight
sessions of CBT. A battery
of self-report measures
was distributed to the
participants
before session 1 (Time 1),
after session 8 (Time 2)
and after session 16
(Time 3). Comparison
between the two groups
at each Time point
allowed evaluation of
effectiveness of the
interventions compared
with TAU. Comparison
between measures at
Time 1 and Time 2 in the
treatment group only
allowed evaluation of the","“Findings show a clear advantage for psychological
interventions with women in prison over TAU,
providing minimal support. Differences between
eight sessions of CBT and eight sessions of PPI were
small, but CBT appeared not only to alleviate
distress but also build strengths while PPI appeared
not only to enhance psychological well-being but
also to reduce psychological distress significantly. A
longer course of treatment in which women
received both forms of intervention had advantages
over either separately.” (167-8)",,,,,,,,,,,,,,,,,
,,"officers and
clinical psychologists
providing supportive
counselling to them 2–
4 times per
month, according to
usual practice when
women are on the PSY
GYM waiting list.
None of the
comparison women
received any CBT or
PPI.” (161)","relative effectiveness of
CBT and PPI. Comparison
between Time 2 and Time
3 in the treatment group
allowed us to test for a
cumulative effect of the
interventions.” (165)",,,,,,,,,,,,,,,,,,
"22) *Pardini et
al.
(2014)","Cognitive Bibliography for the
treatment of depression in
jails and prisons
(Two sites: Tuscaloosa,
Alabama jail; and an
unnamed maximum-security
prison in Alabama)","Two separate
Randomized Control
Trials (RCTs):
“Participants in both
samples were
randomly assigned to
either a treatment
group that received
the 4-week
bibliotherapy program
or a delayed-
treatment control
group” (p. 141).
Sample size for Jail
RCT: 17 in treatment
group and 20 in
delayed treatment
control group. Sample
size for prison RCT: 19
in treatment group
and 23 in delayed
treatment control
group.","3 - Two Small sample
RCTs with short follow-up
pre-post comparisons
focusing on improvement
in mental health
(depression symptoms
and overall psychological
symptoms) only; they do
not include substance use
or recidivism measures.","Jail RCT findings: Pre-post differences in the
depression index noted, with positive effects noted
for most participants.
Prison RCT findings: Pre-post differences in two
depression measures noted. Researchers found that
“participants in the treatment group experienced a
significant decline in depression scores when
compared with the control group on both measures
of depression.” (148)
Note: “The primary hypothesis of this study is that
cognitive bibliotherapy will be effective in the
treatment of depressive symptoms as evidenced by
significantly lower posttreatment scores on the BDI
for the treatment condition when compared with
the delayed-treatment control group. The secondary
hypotheses are that statistically significant
reductions in hopelessness and dysfunctional
attitudes, as measured by the Dysfunctional
Attitudes Scale (DAS; Weissman & Beck, 1978), will
occur in the treatment condition relative to the
control condition. Overall psychological symptoms,
as measured by the Symptoms Check-List-90-
Revised (SCL-90 –R; Derogatis, Rickels, & Rock,",,,,,,,,,,,,,,,,,
,,,,"1976) will be significantly reduced in the treatment
condition as compared with control.” (143)",,,,,,,,,,,,,,,,,
"23) Polaschek
(2011)","Evaluation of an intensive
cognitive-behavioral
rehabilitation program for
violent men.
(New Zealand’s Rimutaka
Violence Prevention
Unit (RPVU).)","Matched comparison
group design. 112
medium- and high-risk
prisoners who entered
the program after
1998 are case
matched to 112
untreated men. “For
each prisoner in the
treatment sample, a
matched comparison
man was selected
from a national
computer database of
5,000 men who had
served a prison
sentence of at least 2
years for a violent
offense.” (669)","3 - Because specific
criteria were used to
produce matches for each
treatment group
participant, “as expected,
statistical comparisons of
the two groups on the
matching variables and a
range of other conviction
history variables found no
significant differences.”
(669)","Polaschek states, “the results presented here
provide some evidence that the program had a
positive effect on reconviction risk: fewer high-risk
program completers were reconvicted for any
offense, or for a violent offense during an average of
3.5 years of post-release follow-up. Completers’ first
re-offense of any kind occurred significantly more
slowly than for the matched untreated comparison
men, and the survival curve for violent reoffending
showed a similar pattern. Furthermore, these
positive results for high-risk program completers
were not offset by the recidivism outcomes of
noncompleters. Intent-to-treat analyses—where
these men who received only a partial dose of the
treatment are treated statistically as if they
attended all of the program—also show overall
positive results.” (674)
“Non-completers were slightly higher-risk cases at
the outset. Static risk estimates—which are not
affected by program attendance or offenders’
efforts to rehabilitate themselves—show that
compared to those who completed the program,
non-completers were estimated to be 4% more
likely to reoffend seriously at the time they entered
the program. However, there is no evidence in their
actual outcomes that removal from the program—
whether voluntary or enforced—further increased
their risk. Non-completers’ rates of recidivism were
similar to those of their matched untreated
comparisons.” (674)",,,,,,,,,,,,,,,,,
"24) Polaschek et
al. (2005)","Evaluation of an intensive
and cognitive behavioral
prison program for high-risk
violent men. Preliminary","Quasi-experimental
design. The treatment
group comprised the
first 22 incarcerated","3 - Because the
comparison group was
not directly matched to
the treatment group, a","“A significantly smaller proportion of those men
who successfully completed the program were
subsequently reconvicted of a violent offense. Most
treated men with new violent convictions failed in",,,,,,,,,,,,,,,,,
,"outcome data are presented
for three indices during 2 or
more years of follow-up:
nonviolent reconviction,
violent reconviction, and
subsequent imprisonment.
(1611)
(New Zealand Prison)","individuals who
completed the
violence prevention
program (VPP). They
had been released into
the community for at
least 2 years prior to
the extraction of
recidivism data. The
comparison group was
first selected for an
evaluation of a
community based
violent offender
program. Using a case-
to-case matching
process, 60
comparison group
members were
selected from the
national database of
all violent convictions
in 1990 (3,649 cases)
and compared them
with 60 men who had
attended the
VPP. (1617)","comparative analysis of
relevant demographic
variables was undertaken
to establish how
equivalent the groups
were. Significant
differences were found in
the ethnic composition of
the two samples, but
offense history variables
revealed no statistically
significant differences
between the control and
treatment groups. These
findings support the view
that the comparison and
treatment groups were
sufficiently similar for
valid comparisons to be
made”. (1618)","the first-year post release. However, their time to
reconviction was more than twice as long as for
comparison violent recidivists.” (1623)
“Comparisons between nonviolent reconvictions
were not as encouraging. More than half of both
groups were detected and subsequently convicted
for nonviolent reoffending within a few months of
release, and overall, three quarters of the treated
offenders and most of the comparison group
obtained such convictions during follow-up. Treated
offenders appeared, if anything, to reoffend a little
more rapidly than untreated.” (1623)",,,,,,,,,,,,,,,,,
"25) Spiropoulos
et al. (2005)","“The effects of Problem
Solving (Taymans & Parese,
1998) are compared across
small diversion and prison
samples for men and women.
A second program,
Pathfinders (Hansen, 1993),
was compared to the
Problem Solving program
among incarcerated women","The quasi-
experimental design of
the study “allowed for
the comparison of
treatment effects for
men and women in
both community
(diversion) and prison
settings.” (76)","3 - Experimental groups
with comparison groups
lacking random
assignment. For some of
the contexts (e.g., men’s
prison), sample sizes
were smaller than
optimal, therefore
“results are not as
definitive as they might","“The Problem Solving program did not impact
interpersonal conflicts and problems related to work
assignments, the program significantly reduced
reported misconducts for men and women in
diversion and women in prison settings. Problem
Solving participants also achieved significantly lower
depression scores relative to comparison group
members in the two diversion settings and in the
men's prison. In the women's prison group,
Pathfinders significantly reduced depression scores",,,,,,,,,,,,,,,,,
,"offenders to determine
whether its focus upon
empowerment and
relationships enhanced the
effects of the more generic
program.” (69)
(A southeastern U.S. state)","661 total subjects
participated in the
study across 4
contexts. Each context
had at least one
experimental group
and a comparison
group.","have been with larger
samples.” (89)","over a longer, sustained, period of time, whereas
the Problem Solving program had no impact.” (87-8)",,,,,,,,,,,,,,,,,
"26) Strah et al.
(2018)","Study uses propensity score
matching (PSM) to evaluate
the effectiveness of a CBT-
based substance abuse
program in reducing
misconduct. (22)
Disciplinary outcomes for
males were compared
between program graduates
(n=156) and non-graduates
(n=482). (22)
(Northeastern state
correctional facility)","Matched comparison
group design. “This
evaluation employs
PSM for controlling for
differences between
treatment groups to
reduce model
inefficiency and bias.”
(27)","3 - “Demographic and
institutional variables
associated with
misconduct were used as
control variables in
matching. Matched
covariates were age, race,
cohort group, sentence
length, offense type,
number of prior
convictions, and initial
classification scores.” (30)","Analyses “did not support the hypothesis that CBT
program completion will reduce the likelihood of
inmates incurring disciplinary reports. Findings
indicated that inmates who completed
programming experienced no significant change in
accrual of disciplinary reports compared to the
control group. This outcome runs counter to most
previous research, which posits that inmate
misconduct may be significantly reduced as a
treatment effect of CBT interventions.” (35-6)",,,,,,,,,,,,,,,,,
"27) Berman
(2005)","Reasoning and Rehabilitation
Program
(Sweden Prisons)","Quasi-experimental
design used to
compare 372 male
R&R program
participants to two
separate control
groups. Control group
1 was comprised of 44
voluntary control
group participants in
prisons similar to the
prisons administering
the R&R program.","2 - Researchers used
control group 1 for the
assessment of in-prison
changes; they then used
control group 2 for the
post-release recidivism
analyses.
While sample size was
small and matching
procedures for control
group 1 were
problematic, better","Researcher reported that the R&R program had
positive short-term, in-prison outcomes, as well as
longer term, post-release outcomes, using 3-year
post-release reconviction as the recidivism measure.
However, the short-term findings were based on
comparisons to a non-equivalent control group with
a small n of cases. The recidivism findings were
based on a larger, better matched control group;
here findings varied for program completers vs
program dropouts, with significant findings only
found for completers.",,,,,,,,,,,,,,,,,
,,"Control group 2
(n=570) was created
by matching controls
to either program
completers(n=430) or
dropouts (n=140) from
a large pool of
sentenced individuals
(n=1103). Matching
criteria included age,
crime type, sentence,
and criminal history.","matching procedures
were used for Control
groups 2.
286 of 372 participants
completed the program.
R&R program had a 23%
dropout rate; data were
missing for about half the
dropouts. Baseline test
data were available for
98% of program
completers.","Researcher noted the following:” This study found
that Swedish male prison inmates who completed
the R&R program showed short-term pro-social
changes in sense of coherence, impulsiveness,
venturesomeness, and attitudes towards the law,
courts and police as well as tolerance for crime and
criminal identification. In addition, pro- gram
completers showed a 25% lower risk of reconviction
over a three-year period following prison release,
compared to controls matched to both completers
and dropouts. On the other hand, program
dropouts, younger and more criminally active,
showed a 38% higher risk of reconviction compared
to control.” (98)",,,,,,,,,,,,,,,,,
"28) Friendship
et al. (2003)","Study examines he
effectiveness of prison-based
cognitive-behavioral
treatment program by using
reconviction as the outcome
measure.
Research included adult
males who had been in the
community for at least 2
years following their
discharge from prison for a
custodial sentence of 2 years
or more.
(UK Prison System)","Retrospective quasi-
experimental design.
“The treatment group
consisted of offenders
who had voluntarily
participated in a
cognitive skills
program between
1994 and 1996 (N=
667). The treatment
group also included
offenders who had
commenced the
program but did not
complete the
program, i.e.,
treatment dropouts.
Sixty-six offenders, or
10% of the sample,
had dropped out of
treatment. The
reasons for dropout
were as follows:","2 - Matched comparison
group design with validity
issues. “[Comparison
group subjects] were
matched to the
treatment group (using a
systematic approach
described below) on a
number of variables that
have consistently been
identified as predictors of
reconviction in the
criminological literature
in the UK. The matching
variables were: current
offence, sentence length,
age at discharge, year of
discharge, number of
previous sentencing
occasions and probability
of reconviction score.”
(105)","There was a significant difference in the predicted
direction between the treatment and comparison
group reconviction rates for medium–low and
medium–high-risk individuals. Treatment group
participants had significantly lower rates of
reconviction 2 years post-release. For the low- and
high-risk individuals there was a trend in the
expected direction, although the difference was not
statistically significant.
The authors note a possible confound for the
results: “Despite the study adopting a systematic
matching process, significant differences emerged
between the treatment and comparison groups on
the matching variables. This highlights a
fundamental difficulty when working with non-
randomized experimental designs, i.e., ensuring
comparability between treatment and comparison
group samples.” (111)",,,,,,,,,,,,,,,,,
,,"offender terminates
treatment; treatment
terminated by staff;
offender transferred
to another prison;
offender released
from prison; and other
reasons which
included injury or
illness.
The comparison group
consisted of offenders
who had not
participated in a
treatment program
(N=1,801). Offenders
were retrospectively
identified using Prison
Service records.” (105)","Even with this matching
procedure, key
differences were present
between the two groups.",,,,,,,,,,,,,,,,,,
"29) Saffi &
Lotufo Neto
(2013)","Assessment of a penitentiary
relapse prevention program.
Participants were
incarcerated males who had
maximum sentences of less
than 15 years and had
already served enough time
to be eligible for an alternate
sanctioning hearing (e.g.,
reduction in facility security
level, halfway house) and/or
parole. (377)
(Brazilian Prison)","28 incarcerated
individuals (15
experimental group,
13 comparison group)
participated for the
entire duration of the
study.","2 - Experimental and
comparison group with
limitation of small sample
size. The study was
initially planned with a
sample of 200 subjects
which was deemed as
ideal. The 200 subjects
would have been divided
into a control group and
experimental group using
a table of random
numbers. A number of
situational factors
prohibited the planned
design and necessitated
the study be conducted","Analyses indicate “that the Penitentiary Relapse
Prevention Program reduces fear of negative
evaluations. The reduction in the Fear of Negative
Evaluation Scale scores can be associated with
improved self-esteem, as the participants felt safer
and more confident. Valliant and Antonowics (1991)
mention an increase in self-esteem and a decrease
in anxiety in inmates who undergo Cognitive
Therapy in weekly two-hour sessions.” (380)
The control group showed modest improvements
“despite not having participated in the Penitentiary
Relapse Prevention Program. This might be because
prison is a very hostile environment and the study
gave participants the opportunity to be heard (in
the interviews, before and after the program) and to
tell their stories to people who were interested in",,,,,,,,,,,,,,,,,
,,,"with a much smaller
number of participants.","them. This attitude alone can be considered as an
intervention that relieves symptoms.” (380)
“There was no significant difference in the
penitentiary relapse rate between inmates that
participated in the program and those who did not
participate (control group).” (380)",,,,,,,,,,,,,,,,,
"30) Gilligan &
Lee (2005)","Resolve to Stop the Violence
Project (RSVP)
Program includes 3
components: accountability,
victim restoration, and
community involvement.
Individuals can be mandated
to the program. The
residential program is 12
hours/day, 6 days/week with
workshops, academic classes,
theatrical enactments,
counseling sessions, and
communications with victims
of crimes. Program duration
varies.
(San Francisco Jail)","Retrospective review
of 1 year of court/
criminal records for
101 individuals who
spent 8 weeks or more
in the RSVP compared
to 101 individuals who
were eligible to
participate in the
program but unable to
do so due to lengthy
waiting lists.
Assignment to the
program was not
random.
Note: Individuals who
were transferred
directly from jail to
prison were excluded
from the study, as an
evaluation of
recidivism reduction
was the focus.","2 - Limitations of the
study include the lack
randomization, lack of
matched controls, and
small sample size.
NOTE: Demographic
factors were analyzed via
independent t-tests and
𝜒2 test to confirm
comparability of the two
groups.
To assess lengths of stay
effects, t-tests were used
to compare individuals in
the program for 8 weeks,
12 weeks, and 16 weeks
or more.","Overall, mixed findings reported for the recidivism
analyses, with no effects for overall re-arrest rates,
but significant differences between treatment and
control groups for violent re-arrests.
Individuals who participated in RSVP had lower
rearrest rates for violent crimes (-46.3%, p<0.05)
and spent less time in custody (-42.6T, p<0.05).
The decline in violent re-arrests increased with
greater lengths of stay (-53.1%, p<0.05 for 12 weeks
or more; -82.6%, p<0.05 for 16 weeks or more.
However, weaker statistical strength was noted as
sample sizes dropped as program duration
increased, i.e., 8 week n=101, 12 week n=71, 16
week n=61.
All subjects experienced a lower level of recidivism
after incarceration. Reductions in violent recidivism
for RSVP participants were significantly greater – a
reduction of 66.7% v. 41% in the comparison group.
However, overall re-arrest rates were not
significantly different between the two groups.",,,,,,,,,,,,,,,,,
"31) Adamson et
al.
(2015)","Study evaluates an Improving
Access of Psychological
Therapies program (IAPT) to
people in prison that is
thought to offer a valuable","Study adopts an
observational,
prospective cohort
design. “Patients
were categorized into","1 - The total sample (n =
627) self-selected into
one of the four groups
described based on their
progress in the program","“Findings suggest that employing brief evidence-
based psychological therapies for anxiety and
depression within a stepped-care framework may
be associated with large clinical effect sizes within a",,,,,,,,,,,,,,,,,
,"opportunity to address
mental health problems and
improve continuity of care
from prison to the
community.
(Participant were adult males
housed at HMS Lincoln, a
Category B prison in the UK
holding remand/convicted
prisoners.)","three major groups;
those referred but not
assessed, those
receiving an
assessment contact
only and those who
entered treatment as
defined by two or
more clinical contacts
with an IAPT
practitioner (minimum
of one assessment and
one treatment
session). Using pre-
selected values on the
electronic patient
management system
used by the NHS
service provider, the
IAPT team recorded
the final status of the
treated group into
those that completed
treatment, those who
dropped out of
treatment, non-
completers who were
moved to another
prison establishment,
non-completers who
were released into the
community and those
who were found to be
unsuitable during
treatment and
moved/signposted to
a more appropriate","and/or their status within
the correctional system.
“This evaluation reports
the outcomes of routine
practice within the
Lincolnshire IAPT service
and therefore suffers
from the lack of a control
group. It is possible that
some of the observed
clinical improvements are
due to factors other than
psychological
intervention such as
spontaneous remission or
engagement in prison
programs and activities.”
(198)","remand prison with clinical outcomes comparable to
findings from community IAPT services.” (194.
“Clinical recovery was achieved in 55% of cases of
depression and 52% of cases of anxiety. This is in
line with the findings at the community IAPT
demonstration sites where recovery was reached in
55% and 56% of cases, respectively.” (196)",,,,,,,,,,,,,,,,,
,,"service to meet their
needs.” (190-1)",,,,,,,,,,,,,,,,,,,
"32) Blacker et
al. (2008)","“An active drama-based
approach combined with
cognitive-behavioral
techniques was used to
explore issues such as
masculinity, power and
control, pride and shame and
victim awareness. Reductions
in anger were hypothesized.”
(129)
(Study involved adult males
housed in six prisons in the
UK.)","Open trial design, pre-
post- comparison with
no control/
comparison group. 62
subjects convicted of
violent offenses were
assessed using the
State-Trait Anger
Expression Inventory-2
(STAXI-2) to assess
whether anger was
reduced after
participation in the
drama-based program.
Note: criminal
histories of
participants were not
made available to
research team.","1 - The program was nine
days long, consisting of
three three-day blocks
over consecutive weeks,
with two sessions per
day. The average session
lasted two and a half
hours. Each nine-day
course was facilitated by
two members of the
Geese Theatre Company.
Participants progressed
from working at one step
removed, i.e., focusing on
fictional characters and
situations, to working
directly with their own
behavior.","“The results of this single group pre/post design
study show that the drama-based intervention
aimed at enhancing anger management with
offenders with a history of violence was associated
with significant improvements on all scales of
the STAXI-2. These results indicate the potential
usefulness of a drama-based approach for work with
violent offenders.” (134)
“Despite positive changes, methodological
limitations need to be taken into consideration. The
single group pre/post design makes it difficult to
determine whether the results are attributable to
the drama intervention or to other factors, such as
external events or other interventions conducted
within the prison at the same time. Therefore,
interpretation of the results needs to be made with
caution.” (135)",,,,,,,,,,,,,,,,,
"33) Brown &
Brown (2015)","Study is an evaluation of a
short-term, pastoral
counselling group that was
held as an adjunct to daily
secular individual and group
counselling and rehabilitation
at a high security prison.
Pastoral counselling
employed spiritual and
psychosocial methodologies
to reduce anger, improve
prisoner frustration
tolerance, and develop a
sense of self-efficacy and","Open trial design. A
10-session weekly
pastoral counselling
group was offered to
the 100–120 prisoners
who partook in daily
full-time religious
study. “The group was
an adjunct both to
religious study and to
ongoing social work
prison rehabilitation
programs. The latter
tended to be secular,","1 - Open participation in
the treatment group with
no control/comparison
group. “Therapy
addressed personal,
interpersonal, group, and
transpersonal levels.
Fundamental to all of
these levels was the
notion that prisoners
inevitably become
adapted to maladapted
cultures. These range
from criminal sub-","Research is hampered by a lack of measurable
results. Conclusions were gleaned from the
treatment process.
“[T]he effectiveness of this group can only be
surmised by group adherence, by feedback between
groups and by the request for continuation of the
group by both prisoners and their rabbi. [T]he group
appeared not only to reduce anxiety, depression
and anger, but also increased the members’ sense
of self-efficacy and of an internal locus of control.
This bolstered a ‘can do’ rather than a victim self-
concept.” (44)",,,,,,,,,,,,,,,,,
,"communal identity. It
combined semi-didactic
scriptural input with Pierre
Janet’s personality model,
Fritz Perls’ gestalt therapy,
and analysis of the group
process. (40)
(Study took place in Israel
with Jewish participants
favorably oriented toward
religion.)","psycho-educational,
and aimed at
reduction of unwanted
behaviors, treatment
program adherence
and compliance, and
social rehabilitation,
especially of those
with concomitant
substance abuse.”
(40)","cultures in open society,
to prison culture and its
subcultures.” (42)
“The first part of each
session was devoted to a
group warm-up, to
modelling therapeutic
methods, and to psycho-
spiritual education. The
second and greater part
was principally devoted
to one-to-one, gestalt
therapy counselling in the
group in tandem with
group feedback,
discussion, and
interpretation of group
process.” (42)","NOTE: Authors of the study also conducted the
group counseling sessions, thus were essentially
self-evaluating.",,,,,,,,,,,,,,,,,
